meal_code,meal_number,compartment,meal_description
BS/SS,2,FIRST,SNACK
BSD,1,COACH,BREAKFAST
BSD,1,FIRST,BREAKFAST
BSD,2,COACH,SNACK
BSD,2,FIRST,SNACK
BSD,3,COACH,DINNER
BSD,3,FIRST,DINNER
BSD/S,1,COACH,SNACK
BSD/S,1,FIRST,BREAKFAST
BSD/S,2,FIRST,SNACK
BSD/S,3,FIRST,DINNER
BSL,1,COACH,BREAKFAST
BSL,1,FIRST,BREAKFAST
BSL,2,COACH,SNACK
BSL,2,FIRST,SNACK
BSL,3,COACH,LUNCH
BSL,3,FIRST,LUNCH
BSL/BL,1,COACH,BREAKFAST
BSL/BL,1,FIRST,BREAKFAST
BSL/BL,2,COACH,LUNCH
BSL/BL,2,FIRST,SNACK
BSL/BL,3,FIRST,LUNCH
BSS/BS,1,COACH,BREAKFAST
BSS/BS,1,FIRST,BREAKFAST
BSS/BS,2,COACH,SNACK
BSS/BS,2,FIRST,SNACK
BSS/BS,3,FIRST,SNACK
D,1,COACH,DINNER
D,1,FIRST,DINNER
D/DS,1,COACH,DINNER
D/DS,1,FIRST,DINNER
D/DS,2,COACH,SNACK
D/S,1,COACH,SNACK
D/S,1,FIRST,DINNER
D/SD,1,COACH,SNACK
D/SD,1,FIRST,DINNER
D/SD,2,COACH,DINNER
DB,1,COACH,DINNER
DB,1,FIRST,DINNER
DB,2,COACH,BREAKFAST
DB,2,FIRST,BREAKFAST
DD,1,COACH,DINNER
DD,1,FIRST,DINNER
DD,2,COACH,DINNER
DD,2,FIRST,DINNER
DD/DS,1,COACH,DINNER
DD/DS,1,FIRST,DINNER
DD/DS,2,COACH,SNACK
DD/DS,2,FIRST,DINNER
DD/SD,1,COACH,SNACK
DD/SD,1,FIRST,DINNER
DD/SD,2,COACH,DINNER
DD/SD,2,FIRST,DINNER
DS,1,COACH,DINNER
DS,1,FIRST,DINNER
DS,2,COACH,SNACK
DS,2,FIRST,SNACK
DS/D,1,COACH,DINNER
DS/D,1,FIRST,DINNER
DS/D,2,FIRST,SNACK
DS/S,1,COACH,SNACK
DS/S,1,FIRST,DINNER
DS/S,2,FIRST,SNACK
DS/SS,1,COACH,SNACK
DS/SS,1,FIRST,DINNER
DS/SS,2,COACH,SNACK
DS/SS,2,FIRST,SNACK
L,1,COACH,LUNCH
L,1,FIRST,LUNCH
L/,1,FIRST,LUNCH
L/S,1,COACH,SNACK
L/S,1,FIRST,LUNCH
L/SL,1,COACH,SNACK
L/SL,1,FIRST,LUNCH
L/SL,2,COACH,LUNCH
LD,1,COACH,LUNCH
LD,1,FIRST,LUNCH
LD,2,COACH,DINNER
LD,2,FIRST,DINNER
LD/LS,1,COACH,LUNCH
LD/LS,1,FIRST,LUNCH
LD/LS,2,COACH,SNACK
LD/LS,2,FIRST,DINNER
LD/LSD,1,COACH,LUNCH
LD/LSD,1,FIRST,LUNCH
LD/LSD,2,COACH,SNACK
LD/LSD,2,FIRST,DINNER
LD/LSD,3,COACH,DINNER
LD/S,1,COACH,SNACK
LD/S,1,FIRST,LUNCH
LD/S,2,FIRST,DINNER
LD/SD,1,COACH,SNACK
LD/SD,1,FIRST,LUNCH
LD/SD,2,COACH,DINNER
LD/SD,2,FIRST,DINNER
LD/SS,1,COACH,SNACK
LD/SS,1,FIRST,LUNCH
LD/SS,2,COACH,SNACK
LD/SS,2,FIRST,DINNER
LDS/LD,1,COACH,LUNCH
LDS/LD,1,FIRST,LUNCH
LDS/LD,2,COACH,DINNER
LDS/LD,2,FIRST,DINNER
LDS/LD,3,FIRST,SNACK
LL,1,COACH,LUNCH
LL,1,FIRST,LUNCH
LL,2,COACH,LUNCH
LL,2,FIRST,LUNCH
LL/L,1,COACH,LUNCH
LL/L,1,FIRST,LUNCH
LL/L,2,FIRST,LUNCH
LL/LS,1,COACH,LUNCH
LL/LS,1,FIRST,LUNCH
LL/LS,2,COACH,SNACK
LL/LS,2,FIRST,LUNCH
LL/S,1,COACH,SNACK
LL/S,1,FIRST,LUNCH
LL/S,2,FIRST,LUNCH
LS,1,COACH,LUNCH
LS,1,FIRST,LUNCH
LS,2,COACH,SNACK
LS,2,FIRST,SNACK
LS/L,1,COACH,LUNCH
LS/L,1,FIRST,LUNCH
LS/L,2,FIRST,SNACK
LS/S,1,COACH,SNACK
LS/S,1,FIRST,LUNCH
LS/S,2,FIRST,SNACK
LS/SS,1,COACH,SNACK
LS/SS,1,FIRST,LUNCH
LS/SS,2,COACH,SNACK
LS/SS,2,FIRST,SNACK
LSD/LD,1,COACH,LUNCH
LSD/LD,1,FIRST,LUNCH
LSD/LD,2,COACH,DINNER
LSD/LD,2,FIRST,SNACK
LSD/LD,3,FIRST,DINNER
S,1,COACH,SNACK
S,1,FIRST,SNACK
S/,1,FIRST,SNACK
SB,1,COACH,SNACK
SB,1,FIRST,SNACK
SB,2,COACH,BREAKFAST
SB,2,FIRST,BREAKFAST
SB/B,1,COACH,BREAKFAST
SB/B,1,FIRST,SNACK
SB/B,2,FIRST,BREAKFAST
SB/S,1,COACH,SNACK
SB/S,1,FIRST,SNACK
SB/S,2,FIRST,BREAKFAST
SB/SS,1,COACH,SNACK
SB/SS,1,FIRST,SNACK
SB/SS,2,COACH,SNACK
SB/SS,2,FIRST,BREAKFAST
SBL,1,COACH,SNACK
SBL,1,FIRST,SNACK
SBL,2,COACH,BREAKFAST
SBL,2,FIRST,BREAKFAST
SBL,3,COACH,LUNCH
SBL,3,FIRST,LUNCH
SBL/BL,1,COACH,BREAKFAST
SBL/BL,1,FIRST,SNACK
SBL/BL,2,COACH,LUNCH
SBL/BL,2,FIRST,BREAKFAST
SBL/BL,3,FIRST,LUNCH
SBS,1,COACH,SNACK
SBS,1,FIRST,SNACK
SBS,2,COACH,BREAKFAST
SBS,2,FIRST,BREAKFAST
SBS,3,COACH,SNACK
SBS,3,FIRST,SNACK
SBS/B,1,COACH,BREAKFAST
SBS/B,1,FIRST,SNACK
SBS/B,2,FIRST,BREAKFAST
SBS/B,3,FIRST,SNACK
SBS/BS,1,COACH,BREAKFAST
SBS/BS,1,FIRST,SNACK
SBS/BS,2,COACH,SNACK
SBS/BS,2,FIRST,BREAKFAST
SBS/BS,3,FIRST,SNACK
SBS/SB,1,COACH,SNACK
SBS/SB,1,FIRST,SNACK
SBS/SB,2,COACH,BREAKFAST
SBS/SB,2,FIRST,BREAKFAST
SBS/SB,3,FIRST,SNACK
SD,1,COACH,SNACK
SD,1,FIRST,SNACK
SD,2,COACH,DINNER
SD,2,FIRST,DINNER
SD/D,1,COACH,DINNER
SD/D,1,FIRST,SNACK
SD/D,2,FIRST,DINNER
SD/S,1,COACH,SNACK
SD/S,1,FIRST,SNACK
SD/S,2,FIRST,DINNER
SD/SS,1,COACH,SNACK
SD/SS,1,FIRST,SNACK
SD/SS,2,COACH,SNACK
SD/SS,2,FIRST,DINNER
SDS/D,1,COACH,DINNER
SDS/D,1,FIRST,SNACK
SDS/D,2,FIRST,DINNER
SDS/D,3,FIRST,SNACK
SDS/DS,1,COACH,DINNER
SDS/DS,1,FIRST,SNACK
SDS/DS,2,COACH,SNACK
SDS/DS,2,FIRST,DINNER
SDS/DS,3,FIRST,SNACK
SL,1,COACH,SNACK
SL,1,FIRST,SNACK
SL,2,COACH,LUNCH
SL,2,FIRST,LUNCH
SL/L,1,COACH,LUNCH
SL/L,1,FIRST,SNACK
SL/L,2,FIRST,LUNCH
SL/S,1,COACH,SNACK
SL/S,1,FIRST,SNACK
SL/S,2,FIRST,LUNCH
SL/SS,1,COACH,SNACK
SL/SS,1,FIRST,SNACK
SL/SS,2,COACH,SNACK
SL/SS,2,FIRST,LUNCH
SLD,1,COACH,SNACK
SLD,1,FIRST,SNACK
SLD,2,COACH,LUNCH
SLD,2,FIRST,LUNCH
SLD,3,COACH,DINNER
SLD,3,FIRST,DINNER
SLD/SL,1,COACH,SNACK
SLD/SL,1,FIRST,SNACK
SLD/SL,2,COACH,LUNCH
SLD/SL,2,FIRST,LUNCH
SLD/SL,3,FIRST,DINNER
SLS/LS,1,COACH,LUNCH
SLS/LS,1,FIRST,SNACK
SLS/LS,2,COACH,SNACK
SLS/LS,2,FIRST,LUNCH
SLS/LS,3,FIRST,SNACK
SS,1,COACH,SNACK
SS,1,FIRST,SNACK
SS,2,COACH,SNACK
SS,2,FIRST,SNACK
SS/,1,FIRST,SNACK
SS/,2,FIRST,SNACK
SS/S,1,COACH,SNACK
SS/S,1,FIRST,SNACK
SS/S,2,FIRST,SNACK
SSD,1,COACH,SNACK
SSD,1,FIRST,SNACK
SSD,2,COACH,SNACK
SSD,2,FIRST,SNACK
SSD,3,COACH,DINNER
SSD,3,FIRST,DINNER
SSL,1,COACH,SNACK
SSL,1,FIRST,SNACK
SSL,2,COACH,SNACK
SSL,2,FIRST,SNACK
SSL,3,COACH,LUNCH
SSL,3,FIRST,LUNCH
SSL/L,1,COACH,LUNCH
SSL/L,1,FIRST,SNACK
SSL/L,2,FIRST,SNACK
SSL/L,3,FIRST,LUNCH
SSL/SL,1,COACH,SNACK
SSL/SL,1,FIRST,SNACK
SSL/SL,2,COACH,LUNCH
SSL/SL,2,FIRST,SNACK
SSL/SL,3,FIRST,LUNCH
